name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Nesterenkonia pannonica	1548602	S	60	0	60	0.00001
Paeniglutamicibacter sp. Y32M11	2853258	S	132	0	132	0.00001
Paeniglutamicibacter sp. ZC-3	2986919	S	103	0	103	0.00001
Pseudoglutamicibacter albus	98671	S	165	0	165	0.00002
Zhihengliuella sp. ISTPL4	2058657	S	92	770	862	0.00009
Neomicrococcus aestuarii	556325	S	69	6	75	0.00001
Renibacterium salmoninarum	1646	S	45	1	46	0.00001
Psychromicrobium lacuslunae	1618207	S	40	1	41	0.00000
Cellulomonas sp. S1-8	2904790	S	367	0	367	0.00004
Cellulomonas sp. Y8	2591145	S	245	133	378	0.00004
Cellulomonas sp. ES6	3039384	S	241	0	241	0.00003
Cellulomonas sp. C5510	2871170	S	210	0	210	0.00002
Cellulomonas sp. JZ18	2654191	S	208	161	369	0.00004
Cellulomonas sp. NS3	2973977	S	188	0	188	0.00002
Cellulomonas sp. H30R-01	2704467	S	149	122	271	0.00003
Cellulomonas sp. PSBB021	2003551	S	131	182	313	0.00003
Cellulomonas dongxiuzhuiae	2819979	S	486	0	486	0.00005
Cellulomonas fimi	1708	S	443	383	826	0.00009
Cellulomonas xiejunii	2968083	S	343	0	343	0.00004
Cellulomonas taurus	2729175	S	294	82	376	0.00004
Cellulomonas wangsupingiae	2968085	S	240	0	240	0.00003
Cellulomonas palmilytica	2608402	S	217	0	217	0.00002
Cellulomonas shaoxiangyii	2566013	S	198	139	337	0.00004
Cellulomonas fengjieae	2819978	S	173	0	173	0.00002
Cellulomonas chengniuliangii	2968084	S	131	0	131	0.00001
Cellulomonas iranensis	76862	S	128	0	128	0.00001
Cellulomonas gilvus	11	S	122	97	219	0.00002
Cellulomonas flavigena	1711	S	79	48	127	0.00001
Cellulomonas wangleii	2816956	S	62	0	62	0.00001
Oerskovia sp. KBS0722	1179673	S	249	82	331	0.00004
Pseudactinotalea sp. HY158	2654547	S	244	24	268	0.00003
Paraoerskovia sediminicola	1138587	S	130	0	130	0.00001
Paraoerskovia marina	545619	S	110	26	136	0.00001
Actinotalea sp. JY-7876	2758442	S	140	47	187	0.00002
Brevibacterium sp. BRM-1	2999062	S	424	0	424	0.00005
Brevibacterium sp. SMBL_HHYL_HB1	2777556	S	307	0	307	0.00003
Brevibacterium sp. 'Marine'	2725563	S	156	393	549	0.00006
Brevibacterium sp. CS2	2575923	S	109	46	155	0.00002
Brevibacterium sp. JSBI002	2886045	S	79	0	79	0.00001
Brevibacterium casei	33889	S	323	87	410	0.00005
Brevibacterium atlanticum	2697563	S	180	87	267	0.00003
Brevibacterium spongiae	2909672	S	159	0	159	0.00002
Brevibacterium luteolum	199591	S	145	50	195	0.00002
Brevibacterium sandarakinum	629680	S	132	86	218	0.00002
Brevibacterium aurantiacum	273384	S	130	119	249	0.00003
Brevibacterium linens	1703	S	107	260	367	0.00004
Brevibacterium limosum	2697565	S	106	104	210	0.00002
Brevibacterium oceani	358099	S	105	65	170	0.00002
Brevibacterium zhoupengii	2898795	S	99	0	99	0.00001
Brevibacterium pigmentatum	1496080	S	60	175	235	0.00003
Brevibacterium siliguriense	1136497	S	56	59	115	0.00001
Brachybacterium sp. P6-10-X1	1903186	S	136	67	203	0.00002
Brachybacterium sp. Z12	2759167	S	111	0	111	0.00001
Brachybacterium sp. SGAir0954	2571029	S	93	80	173	0.00002
Brachybacterium sp. NBEC-018	2996004	S	66	0	66	0.00001
Brachybacterium vulturis	2017484	S	416	158	574	0.00006
Brachybacterium faecium	43669	S	275	76	351	0.00004
Brachybacterium huguangmaarense	1652028	S	249	0	249	0.00003
Brachybacterium ginsengisoli	1331682	S	214	54	268	0.00003
Brachybacterium kimchii	2942909	S	206	0	206	0.00002
Brachybacterium saurashtrense	556288	S	164	39	203	0.00002
Brachybacterium halotolerans	2795215	S	150	0	150	0.00002
Brachybacterium avium	2017485	S	81	36	117	0.00001
Dermabacter vaginalis	1630135	S	263	60	323	0.00004
Dermabacter jinjuensis	1667168	S	125	38	163	0.00002
Devriesea agamarum	472569	S	49	1	50	0.00001
Isoptericola variabilis	139208	S	379	158	537	0.00006
Isoptericola sp. AK164	3024246	S	339	0	339	0.00004
Isoptericola dokdonensis	372663	S	201	59	260	0.00003
Cellulosimicrobium cellulans	1710	S	329	386	715	0.00008
Cellulosimicrobium protaetiae	2587808	S	221	79	300	0.00003
Cellulosimicrobium sp. JZ28	1906273	S	20	28	48	0.00001
Cellulosimicrobium sp. TH-20	1980001	S	15	49	64	0.00001
Cellulosimicrobium sp. 72-3	2731680	S	10	32	42	0.00000
Xylanimonas protaetiae	2509457	S	243	87	330	0.00004
Xylanimonas allomyrinae	2509459	S	155	41	196	0.00002
Xylanimonas cellulosilytica	186189	S	127	39	166	0.00002
Janibacter sp. CX7	2963431	S	99	0	99	0.00001
Janibacter sp. DB-40	3028808	S	85	0	85	0.00001
Janibacter sp. YB324	2761047	S	46	131	177	0.00002
Janibacter melonis	262209	S	185	35	220	0.00002
Janibacter limosus	53458	S	156	26	182	0.00002
Janibacter indicus	857417	S	96	193	289	0.00003
Janibacter cremeus	1285192	S	34	0	34	0.00000
Phycicoccus sp. HDW14	2714941	S	147	49	196	0.00002
Phycicoccus endophyticus	1690220	S	106	18	124	0.00001
Arsenicicoccus sp. oral taxon 190	1658671	S	173	57	230	0.00003
Tetrasphaera sp. HKS02	1813880	S	158	21	179	0.00002
Intrasporangium calvum	53358	S	155	16	171	0.00002
Pedococcus dokdonensis	443156	S	126	17	143	0.00002
Dermacoccus nishinomiyaensis	1274	S	406	263	669	0.00007
Dermacoccus sp. PAMC28757	2762331	S	261	122	383	0.00004
Yimella sp. cx-51	2770551	S	270	27	297	0.00003
Barrientosiimonas endolithica	1535208	S	171	0	171	0.00002
Luteipulveratus mongoliensis	571913	S	143	11	154	0.00002
Allobranchiibius sp. GilTou73	2904523	S	57	0	57	0.00001
Ornithinimicrobium cryptoxanthini	2934161	S	231	0	231	0.00003
Ornithinimicrobium sp. HY1793	2934158	S	85	0	85	0.00001
Ornithinimicrobium sp. HY006	2508882	S	74	23	97	0.00001
Ornithinimicrobium sp. INDO-MA30-4	2908651	S	54	0	54	0.00001
Ornithinimicrobium ciconiae	2594265	S	205	18	223	0.00002
Ornithinimicrobium avium	2283195	S	158	27	185	0.00002
Ornithinimicrobium pratense	2593973	S	127	31	158	0.00002
Ornithinimicrobium flavum	1288636	S	72	23	95	0.00001
Serinicoccus chungangensis	767452	S	102	25	127	0.00001
Serinicoccus profundi	1078471	S	61	16	77	0.00001
Serinicoccus marinus	247333	S	51	26	77	0.00001
Serinicoccus hydrothermalis	1758689	S	25	11	36	0.00000
Ruania halotolerans	2897773	S	391	0	391	0.00004
Ruania zhangjianzhongii	2603206	S	272	11	283	0.00003
Ruania alkalisoli	2779775	S	163	7	170	0.00002
Ruania suaedae	2897774	S	151	0	151	0.00002
Occultella kanbiaonis	2675754	S	105	8	113	0.00001
Georgenia faecalis	2483799	S	348	65	413	0.00005
Georgenia yuyongxinii	2589797	S	283	33	316	0.00003
Georgenia sp. TF02-10	2917725	S	224	0	224	0.00002
Georgenia wutianyii	2585135	S	114	24	138	0.00002
Pengzhenrongella sicca	2819238	S	627	0	627	0.00007
Luteimicrobium xylanilyticum	1133546	S	231	71	302	0.00003
Sanguibacter sp. HDW7	2714931	S	366	96	462	0.00005
Sanguibacter keddieii	60920	S	362	89	451	0.00005
Demequina sediminis	1930058	S	518	0	518	0.00006
Demequina sp. TMPB413	2881056	S	186	0	186	0.00002
Beutenbergia cavernae	84757	S	386	43	429	0.00005
Miniimonas sp. S16	2171623	S	220	317	537	0.00006
Gephyromycinifex aptenodytis	2716227	S	150	9	159	0.00002
Dermatophilus congolensis	1863	S	124	6	130	0.00001
Austwickia chelonae	100225	S	101	5	106	0.00001
Kytococcus sedentarius	1276	S	213	73	286	0.00003
Jonesia denitrificans	43674	S	65	8	73	0.00001
Tropheryma whipplei	2039	S	26	0	26	0.00000
Mycolicibacterium sp. YH-1	2908837	S	172	0	172	0.00002
Mycolicibacterium sp. TUM20985	3023370	S	163	0	163	0.00002
Mycolicibacterium sp. HK-90	3056937	S	86	0	86	0.00001
Mycolicibacterium litorale	758802	S	419	74	493	0.00005
Mycolicibacterium madagascariense	212765	S	339	21	360	0.00004
Mycolicibacterium gadium	1794	S	333	67	400	0.00004
Mycolicibacterium poriferae	39694	S	326	942	1268	0.00014
Mycolicibacterium crocinum	388459	S	308	0	308	0.00003
Mycolicibacterium mageritense	53462	S	299	31	330	0.00004
Mycolicibacterium pulveris	36813	S	289	20	309	0.00003
Mycolicibacterium brumae	85968	S	272	0	272	0.00003
Mycolicibacterium sediminis	1286180	S	262	24	286	0.00003
Mycolicibacterium fluoranthenivorans	258505	S	260	16	276	0.00003
Mycolicibacterium diernhoferi	1801	S	248	0	248	0.00003
Mycolicibacterium chubuense	1800	S	242	41	283	0.00003
Mycolicibacterium psychrotolerans	216929	S	221	18	239	0.00003
Mycolicibacterium neoaurum	1795	S	220	70575	70795	0.00780
Mycolicibacterium boenickei	146017	S	205	324	529	0.00006
Mycolicibacterium rufum	318424	S	198	0	198	0.00002
Mycolicibacterium phocaicum	319706	S	188	36	224	0.00002
Mycolicibacterium septicum	98668	S	173	0	173	0.00002
Mycolicibacterium smegmatis	1772	S	167	23	190	0.00002
Mycolicibacterium baixiangningiae	2761578	S	166	56	222	0.00002
Mycolicibacterium monacense	85693	S	164	1026	1190	0.00013
Mycolicibacterium gilvum	1804	S	162	147	309	0.00003
Mycolicibacterium frederiksbergense	117567	S	161	58	219	0.00002
Mycolicibacterium hassiacum	46351	S	153	23	176	0.00002
Mycolicibacterium aichiense	1799	S	152	34	186	0.00002
Mycolicibacterium pallens	370524	S	138	0	138	0.00002
Mycolicibacterium sarraceniae	1534348	S	133	8	141	0.00002
Mycolicibacterium goodii	134601	S	133	15	148	0.00002
Mycolicibacterium confluentis	28047	S	116	7	123	0.00001
Mycolicibacterium celeriflavum	1249101	S	116	13	129	0.00001
Mycolicibacterium aurum	1791	S	115	10	125	0.00001
Mycolicibacterium phlei	1771	S	114	20	134	0.00001
Mycolicibacterium tokaiense	39695	S	108	8	116	0.00001
Mycolicibacterium fallax	1793	S	103	23	126	0.00001
Mycolicibacterium arabiense	1286181	S	101	5	106	0.00001
Mycolicibacterium austroafricanum	39687	S	101	502	603	0.00007
Mycolicibacterium mucogenicum	56689	S	99	20	119	0.00001
Mycolicibacterium mengxianglii	2736649	S	99	30	129	0.00001
Mycolicibacterium moriokaense	39691	S	88	4	92	0.00001
Mycolicibacterium chitae	1792	S	86	10	96	0.00001
Mycolicibacterium fortuitum	1766	S	85	10	95	0.00001
Mycolicibacterium rhodesiae	36814	S	83	12	95	0.00001
Mycolicibacterium insubricum	444597	S	82	13	95	0.00001
Mycolicibacterium vaccae	1810	S	80	6	86	0.00001
Mycolicibacterium parafortuitum	39692	S	77	7	84	0.00001
Mycolicibacterium alvei	67081	S	77	13	90	0.00001
Mycolicibacterium helvum	1534349	S	77	4	81	0.00001
Mycolicibacterium rutilum	370526	S	73	14	87	0.00001
Mycolicibacterium duvalii	39688	S	73	13	86	0.00001
Mycolicibacterium doricum	126673	S	72	10	82	0.00001
Mycolicibacterium holsaticum	152142	S	66	0	66	0.00001
Mycolicibacterium nivoides	2487344	S	65	341	406	0.00004
Mycolicibacterium thermoresistibile	1797	S	64	6	70	0.00001
Mycolicibacterium aubagnense	319707	S	63	9	72	0.00001
Mycolicibacterium anyangense	1431246	S	56	4	60	0.00001
Mycolicibacterium farcinogenes	1802	S	18	0	18	0.00000
Mycobacterium canettii	78331	S	1782	7	1789	0.00020
Mycobacterium tuberculosis	1773	S	48	176	224	0.00002
Mycobacterium sp. DL440	2675523	S	241	24	265	0.00003
Mycobacterium sp. IDR2000157661	2867005	S	238	0	238	0.00003
Mycobacterium sp. SMC-4	2857059	S	205	0	205	0.00002
Mycobacterium sp. SMC-8	2857060	S	185	0	185	0.00002
Mycobacterium sp. JS623	212767	S	169	4	173	0.00002
Mycobacterium sp. SMC-2	2857058	S	143	0	143	0.00002
Mycobacterium sp. MS1601	1936029	S	112	9	121	0.00001
Mycobacterium sp. EPa45	1545728	S	108	9	117	0.00001
Mycobacterium sp. Aquia_216	2991729	S	83	0	83	0.00001
Mycobacterium sp. 'wuenschmanii'	3027808	S	77	0	77	0.00001
Mycobacterium sp. DL592	2675524	S	71	5	76	0.00001
Mycobacterium sp. YC-RL4	1682113	S	43	18	61	0.00001
Mycobacterium sp. Aquia_213	2991728	S	25	0	25	0.00000
Mycobacterium sp. ELW1	1547487	S	24	5	29	0.00000
Mycobacterium simiae	1784	S	182	4	186	0.00002
Mycobacterium kubicae	120959	S	144	46	190	0.00002
Mycobacterium lentiflavum	141349	S	127	0	127	0.00001
Mycobacterium saskatchewanense	220927	S	127	6	133	0.00001
Mycobacterium parmense	185642	S	115	27	142	0.00002
Mycobacterium heidelbergense	53376	S	108	15	123	0.00001
Mycobacterium shigaense	722731	S	91	4	95	0.00001
Mycobacterium florentinum	292462	S	64	3	67	0.00001
Mycobacterium stomatepiae	470076	S	46	2	48	0.00001
Mycobacterium avium	1764	S	167	327	494	0.00005
Mycobacterium mantenii	560555	S	92	7	99	0.00001
Mycobacterium senriense	2775496	S	77	0	77	0.00001
Mycobacterium marseillense	701042	S	55	12	67	0.00001
Mycobacterium intracellulare	1767	S	47	263	310	0.00003
Mycobacterium colombiense	339268	S	24	1	25	0.00000
Mycobacterium paraterrae	577492	S	287	0	287	0.00003
Mycobacterium shinjukuense	398694	S	207	13	220	0.00002
Mycobacterium branderi	43348	S	177	11	188	0.00002
Mycobacterium ulcerans	1809	S	53	507	560	0.00006
Mycobacterium gordonae	1778	S	138	4	142	0.00002
Mycobacterium heckeshornense	110505	S	130	7	137	0.00002
Mycobacterium paraseoulense	590652	S	114	26	140	0.00002
Mycobacterium paragordonae	1389713	S	108	14	122	0.00001
Mycobacterium cookii	1775	S	100	3	103	0.00001
Mycobacterium conspicuum	44010	S	98	8	106	0.00001
Mycobacterium kansasii	1768	S	94	5	99	0.00001
Mycobacterium dioxanotrophicus	482462	S	93	25	118	0.00001
Mycobacterium lepromatosis	480418	S	91	0	91	0.00001
Mycobacterium riyadhense	486698	S	85	1	86	0.00001
Candidatus Mycobacterium methanotrophicum	2943498	S	80	0	80	0.00001
Mycobacterium basiliense	2094119	S	80	1	81	0.00001
Mycobacterium noviomagense	459858	S	78	2	80	0.00001
Mycobacterium gallinarum	39689	S	65	15	80	0.00001
Mycobacterium grossiae	1552759	S	63	10	73	0.00001
Mycobacterium lacus	169765	S	61	1	62	0.00001
Mycobacterium spongiae	886343	S	58	0	58	0.00001
Mycobacterium xenopi	1789	S	40	4	44	0.00000
Mycobacterium ostraviense	2738409	S	40	0	40	0.00000
Mycobacterium vicinigordonae	1719132	S	38	0	38	0.00000
Mycobacterium seoulense	386911	S	33	8	41	0.00000
Mycobacterium haemophilum	29311	S	26	0	26	0.00000
Mycobacterium leprae	1769	S	24	0	24	0.00000
Mycobacterium malmoense	1780	S	23	0	23	0.00000
Mycobacteroides abscessus	36809	S	426	105	531	0.00006
Mycobacteroides salmoniphilum	404941	S	158	13	171	0.00002
Mycobacteroides chelonae	1774	S	95	182	277	0.00003
Mycobacteroides saopaulense	1578165	S	88	13	101	0.00001
Mycobacteroides immunogenum	83262	S	76	17	93	0.00001
[Mycobacterium] stephanolepidis	1520670	S	33	15	48	0.00001
Mycolicibacter sp. MYC340	2855503	S	189	0	189	0.00002
Mycolicibacter sp. MYC098	2872309	S	43	0	43	0.00000
Mycolicibacter sp. MYC123	2855502	S	37	0	37	0.00000
Mycolicibacter sp. MYC017	2875777	S	26	0	26	0.00000
Mycolicibacter sp. MYC101	2872311	S	10	0	10	0.00000
Mycolicibacter heraklionensis	512402	S	201	0	201	0.00002
Mycolicibacter terrae	1788	S	135	26	161	0.00002
Mycolicibacter minnesotensis	1118379	S	72	7	79	0.00001
Mycolicibacter virginiensis	1795032	S	59	0	59	0.00001
Mycolicibacter hiberniae	29314	S	44	6	50	0.00001
Mycolicibacter sinensis	875328	S	33	346	379	0.00004
Mycolicibacillus parakoreensis	1069221	S	130	0	130	0.00001
Mycolicibacillus koreensis	1069220	S	71	21	92	0.00001
Corynebacterium amycolatum	43765	S	1232	3483	4715	0.00052
Corynebacterium sp. P3-F1	3059080	S	153	0	153	0.00002
Corynebacterium sp. R4	3049799	S	112	0	112	0.00001
Corynebacterium sp. SCR221107	3017361	S	108	0	108	0.00001
Corynebacterium sp. LM112	3049801	S	107	0	107	0.00001
Corynebacterium sp. P8-C1	3059082	S	62	0	62	0.00001
Corynebacterium sp. sy039	2599641	S	37	0	37	0.00000
Corynebacterium sp. FDAARGOS 1242	2778078	S	17	15	32	0.00000
Corynebacterium sp. NML98-0116	702967	S	13	0	13	0.00000
Corynebacterium tuberculostearicum	38304	S	462	46	508	0.00006
Corynebacterium mycetoides	38302	S	410	51	461	0.00005
Corynebacterium riegelii	156976	S	388	15	403	0.00004
Corynebacterium lactis	1231000	S	388	11	399	0.00004
Corynebacterium matruchotii	43768	S	372	3	375	0.00004
Corynebacterium vitaeruminis	38305	S	339	17	356	0.00004
Corynebacterium lujinxingii	2763010	S	338	34	372	0.00004
Corynebacterium maris	575200	S	324	10	334	0.00004
Corynebacterium xerosis	1725	S	281	36	317	0.00003
Corynebacterium appendicis	163202	S	275	0	275	0.00003
Corynebacterium variabile	1727	S	271	23	294	0.00003
Corynebacterium massiliense	441501	S	263	0	263	0.00003
Corynebacterium kroppenstedtii	161879	S	251	6	257	0.00003
Corynebacterium uterequi	1072256	S	249	7	256	0.00003
Corynebacterium gottingense	2041036	S	244	0	244	0.00003
Corynebacterium urogenitale	2487892	S	243	6	249	0.00003
Corynebacterium humireducens	1223514	S	231	14	245	0.00003
Corynebacterium accolens	38284	S	218	0	218	0.00002
Corynebacterium cyclohexanicum	322009	S	218	0	218	0.00002
Corynebacterium fournieri	1852390	S	214	0	214	0.00002
Corynebacterium hindlerae	699041	S	211	111	322	0.00004
Corynebacterium freneyi	134034	S	206	0	206	0.00002
Corynebacterium frankenforstense	1230998	S	205	10	215	0.00002
Corynebacterium heidelbergense	2055947	S	204	0	204	0.00002
Corynebacterium nuruki	1032851	S	195	13	208	0.00002
Corynebacterium glucuronolyticum	39791	S	194	7	201	0.00002
Corynebacterium aurimucosum	169292	S	188	18	206	0.00002
Corynebacterium falsenii	108486	S	185	0	185	0.00002
Corynebacterium genitalium	38288	S	185	7	192	0.00002
Corynebacterium sphenisci	191493	S	175	13	188	0.00002
Corynebacterium guangdongense	1783348	S	174	0	174	0.00002
Corynebacterium ciconiae	227319	S	173	0	173	0.00002
Corynebacterium phocae	161895	S	170	1	171	0.00002
Corynebacterium coyleae	53374	S	168	0	168	0.00002
Corynebacterium flavescens	28028	S	163	6	169	0.00002
Corynebacterium jeikeium	38289	S	159	87	246	0.00003
Corynebacterium testudinoris	136857	S	159	6	165	0.00002
Corynebacterium marinum	349751	S	149	28	177	0.00002
Corynebacterium diphtheriae	1717	S	144	23	167	0.00002
Corynebacterium incognita	2754725	S	141	6	147	0.00002
Corynebacterium gerontici	2079234	S	138	5	143	0.00002
Corynebacterium aquilae	203263	S	137	4	141	0.00002
Corynebacterium glyciniphilum	1404244	S	137	4	141	0.00002
Corynebacterium resistens	258224	S	137	16	153	0.00002
Corynebacterium urealyticum	43771	S	137	13	150	0.00002
Corynebacterium striatum	43770	S	136	20	156	0.00002
Corynebacterium afermentans	38286	S	135	0	135	0.00001
Corynebacterium yudongzhengii	2080740	S	135	4	139	0.00002
Corynebacterium macginleyi	38290	S	131	4	135	0.00001
Corynebacterium faecale	1758466	S	131	0	131	0.00001
Corynebacterium atrinae	1336740	S	129	0	129	0.00001
Corynebacterium confusum	71254	S	128	0	128	0.00001
Corynebacterium minutissimum	38301	S	126	39	165	0.00002
Corynebacterium cystitidis	35757	S	126	1	127	0.00001
Corynebacterium halotolerans	225326	S	123	7	130	0.00001
Corynebacterium glutamicum	1718	S	118	647	765	0.00008
Corynebacterium terpenotabidum	89154	S	117	8	125	0.00001
Corynebacterium durum	61592	S	116	0	116	0.00001
Corynebacterium zhongnanshanii	2768834	S	116	2	118	0.00001
Corynebacterium capitovis	131081	S	115	0	115	0.00001
Corynebacterium canis	679663	S	114	0	114	0.00001
Corynebacterium doosanense	1121358	S	114	6	120	0.00001
Corynebacterium provencense	1737425	S	114	7	121	0.00001
Corynebacterium liangguodongii	2079535	S	112	5	117	0.00001
Corynebacterium uberis	2883169	S	111	0	111	0.00001
Corynebacterium renale	1724	S	111	2	113	0.00001
Corynebacterium bovis	36808	S	110	5	115	0.00001
Corynebacterium atypicum	191610	S	109	4	113	0.00001
Corynebacterium aquatimens	1190508	S	106	0	106	0.00001
Corynebacterium ureicelerivorans	401472	S	105	10	115	0.00001
Corynebacterium pseudotuberculosis	1719	S	104	5	109	0.00001
Corynebacterium crudilactis	1652495	S	96	17	113	0.00001
Corynebacterium propinquum	43769	S	95	2	97	0.00001
Corynebacterium ammoniagenes	1697	S	95	5	100	0.00001
Corynebacterium jeddahense	1414719	S	92	0	92	0.00001
Corynebacterium suranareeae	2506452	S	92	7	99	0.00001
Corynebacterium ulcerans	65058	S	89	3	92	0.00001
Corynebacterium argentoratense	42817	S	89	4	93	0.00001
Corynebacterium camporealensis	161896	S	84	4	88	0.00001
Corynebacterium auriscanis	99807	S	83	0	83	0.00001
Corynebacterium kalinowskii	2675216	S	81	3	84	0.00001
Corynebacterium efficiens	152794	S	78	2	80	0.00001
Corynebacterium singulare	161899	S	75	9	84	0.00001
Corynebacterium comes	2675218	S	75	5	80	0.00001
Corynebacterium mustelae	571915	S	74	0	74	0.00001
Corynebacterium casei	160386	S	72	5	77	0.00001
Corynebacterium endometrii	2488819	S	72	1	73	0.00001
Corynebacterium hadale	2026255	S	72	0	72	0.00001
Corynebacterium lizhenjunii	2709394	S	69	0	69	0.00001
Corynebacterium timonense	441500	S	67	2	69	0.00001
Corynebacterium glaucum	187491	S	67	2	69	0.00001
Corynebacterium hansenii	394964	S	65	0	65	0.00001
Corynebacterium imitans	156978	S	61	6	67	0.00001
Corynebacterium simulans	146827	S	58	12	70	0.00001
Corynebacterium rouxii	2719119	S	54	10	64	0.00001
Corynebacterium pseudodiphtheriticum	37637	S	54	0	54	0.00001
Corynebacterium pelargi	1471400	S	52	4	56	0.00001
Corynebacterium auris	44750	S	52	0	52	0.00001
Corynebacterium poyangense	2684405	S	51	0	51	0.00001
Corynebacterium anserum	2684406	S	51	1	52	0.00001
Corynebacterium sanguinis	2594913	S	49	9	58	0.00001
Corynebacterium freiburgense	556548	S	48	0	48	0.00001
Corynebacterium epidermidicanis	1050174	S	48	1	49	0.00001
Corynebacterium choanae	1862358	S	48	0	48	0.00001
Corynebacterium occultum	2675219	S	48	1	49	0.00001
Corynebacterium felinum	131318	S	43	0	43	0.00000
Corynebacterium pseudopelargi	2080757	S	40	3	43	0.00000
Corynebacterium deserti	1408191	S	40	3	43	0.00000
Corynebacterium stationis	1705	S	39	2	41	0.00000
Corynebacterium qintianiae	2709392	S	36	2	38	0.00000
Corynebacterium silvaticum	2320431	S	35	0	35	0.00000
Corynebacterium callunae	1721	S	31	2	33	0.00000
Corynebacterium caspium	234828	S	30	0	30	0.00000
Corynebacterium kefirresidentii	1979527	S	22	3	25	0.00000
Corynebacterium pseudogenitalium	38303	S	22	0	22	0.00000
Corynebacterium segmentosum	43990	S	13	0	13	0.00000
Corynebacterium ihumii	1232427	S	10	0	10	0.00000
Rhodococcus sp. SGAir0479	2567884	S	294	59	353	0.00004
Rhodococcus sp. ABRD24	2507582	S	238	27	265	0.00003
Rhodococcus sp. X156	2499145	S	235	29	264	0.00003
Rhodococcus sp. WAY2	2663121	S	230	128	358	0.00004
Rhodococcus sp. P1Y	1302308	S	210	14	224	0.00002
Rhodococcus sp. WMMA185	679318	S	157	14	171	0.00002
Rhodococcus sp. W8901	2742603	S	123	22	145	0.00002
Rhodococcus sp. PBTS 1	1653478	S	116	23	139	0.00002
Rhodococcus sp. B7740	1564114	S	91	9	100	0.00001
